"Methode";"Compose";"meso_frais";"meso_silica";"HR"
"pls";"C18.1n7";-0,2359;-0,1346;NA
"random_forest";"C18.1n7";-0,2038;-0,5532;NA
"xgboost";"C18.1n7";-0,1982;-0,4081;NA
