Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;log2;10.0
2;100;2;4;0.3;
3;100;5;2;0.3;
4;100;5;2;sqrt;10.0
5;500;10;4;sqrt;20.0
6;100;10;4;log2;10.0
7;300;2;1;0.3;
8;200;2;4;log2;10.0
9;200;10;4;0.3;
10;500;5;2;0.3;10.0
11;500;5;4;log2;
12;100;2;4;sqrt;
13;300;2;2;log2;20.0
14;300;10;2;log2;20.0
15;200;2;4;sqrt;20.0
16;300;10;4;sqrt;10.0
17;100;5;4;log2;20.0
18;200;5;4;sqrt;10.0
19;200;2;1;0.3;
20;500;10;4;0.3;
21;200;10;1;sqrt;
22;100;10;2;log2;
23;300;5;4;0.3;20.0
24;300;5;2;0.3;10.0
25;300;2;2;sqrt;
26;500;10;4;sqrt;10.0
27;500;5;1;sqrt;10.0
28;500;2;4;0.3;20.0
29;500;2;4;sqrt;10.0
30;300;2;2;0.3;10.0
