Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;2;0.3;10.0
2;500;2;2;0.3;20.0
3;300;2;1;0.3;10.0
4;300;5;4;0.3;
5;500;2;4;log2;10.0
6;200;10;1;0.3;
7;100;5;4;sqrt;
8;500;10;1;sqrt;
9;200;10;1;log2;20.0
10;200;10;2;sqrt;
11;500;2;2;log2;20.0
12;200;5;2;log2;
13;100;10;1;sqrt;10.0
14;200;2;1;sqrt;
15;200;10;4;sqrt;10.0
16;200;2;2;log2;10.0
17;200;10;2;log2;
18;100;5;1;sqrt;20.0
19;500;5;1;0.3;
20;100;2;1;0.3;20.0
21;200;5;1;log2;
22;500;2;2;sqrt;20.0
23;300;2;4;sqrt;20.0
24;500;10;4;log2;20.0
25;200;5;4;log2;10.0
26;200;5;4;log2;20.0
27;300;5;2;sqrt;
28;100;10;2;log2;20.0
29;300;10;4;log2;20.0
30;300;10;1;log2;10.0
