Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('snv',''), list('sder',c(1,3,5));0.0031;0.0425;1.0187;0.0351
2;list('adj',''), list('red',c(800,1100,1)), list('snv',''), list('sder',c(1,3,11));0.1168;0.0397;1.0822;0.0379
3;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2, 3, 21));0.2332;0.0393;1.1615;0.0353
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 35));0.064;0.0309;1.0513;0.0377
5;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1,3,15));0.0709;0.0468;1.0552;0.0362
