Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;0.3;10.0
2;500;5;1;sqrt;
3;100;2;2;sqrt;20.0
4;100;5;1;0.3;20.0
5;500;10;2;log2;
6;300;5;1;0.3;
7;500;2;1;sqrt;20.0
8;100;10;2;0.3;
9;500;5;2;0.3;10.0
10;200;5;2;log2;20.0
11;500;10;1;sqrt;10.0
12;500;5;1;sqrt;10.0
13;200;10;1;0.3;10.0
14;500;10;4;log2;20.0
15;200;5;1;sqrt;10.0
16;500;5;4;log2;20.0
17;300;10;2;sqrt;
18;200;5;4;sqrt;20.0
19;300;10;4;log2;10.0
20;200;5;1;0.3;20.0
21;200;10;1;log2;10.0
22;300;10;4;sqrt;10.0
23;500;5;2;sqrt;20.0
24;200;10;1;log2;20.0
25;300;5;1;sqrt;10.0
26;100;10;4;sqrt;20.0
27;100;5;1;sqrt;10.0
28;200;2;4;sqrt;
29;300;5;2;sqrt;20.0
30;100;5;4;log2;
