"Compose";"Pretraitement_Gagnant";"Nombre_VL";"Rc";"R2cv";"RMSEC";"RMSECV";"R2p_Externe";"RMSEP_Externe";"RPD_Externe"
"C18.1n7";"rbind(list('adj',''),list('red',c(950,650,1)),list('snv',''),list('sder',c(2,3,15)))";2;0,123;0,0769;0,6156;0,6315;-0,1346;0,5736;0,9549
