Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,11));0.7262;3.0902;1.9437;2.9024
2;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(1,3,21));0.7612;2.4728;2.0812;3.3146
3;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,21));0.481;3.4622;1.4118;2.9383
4;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,21));0.5803;4.208;1.5699;2.9202
5;list('adj',''), list('red',c(950,750,1)), list('snv',''), list('sder',c(1,3,31));0.4035;3.8278;1.3169;2.8996
