Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;2;sqrt;20.0
2;300;2;1;log2;
3;300;5;2;0.3;
4;300;10;4;log2;
5;100;2;4;sqrt;20.0
6;100;5;1;log2;20.0
7;300;5;4;0.3;10.0
8;200;5;4;sqrt;
9;500;5;2;sqrt;
10;300;10;4;sqrt;20.0
11;500;5;1;0.3;10.0
12;100;10;2;0.3;
13;100;5;2;sqrt;
14;500;5;1;0.3;
15;300;10;4;0.3;10.0
16;100;5;4;0.3;20.0
17;200;10;4;sqrt;
18;100;5;1;0.3;10.0
19;100;10;1;sqrt;
20;300;2;1;log2;20.0
21;100;5;4;log2;10.0
22;500;2;2;0.3;
23;100;5;4;0.3;
24;100;2;4;sqrt;
25;300;2;1;0.3;10.0
26;100;10;2;0.3;10.0
27;200;2;1;sqrt;20.0
28;100;5;1;log2;10.0
29;300;10;2;0.3;10.0
30;500;10;1;sqrt;10.0
