Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;sqrt;
2;100;5;1;0.3;
3;200;2;1;log2;
4;200;2;4;sqrt;10.0
5;200;2;2;log2;10.0
6;100;2;2;0.3;10.0
7;300;5;4;log2;10.0
8;500;2;2;sqrt;10.0
9;100;2;4;sqrt;20.0
10;500;5;1;log2;
11;200;2;2;sqrt;10.0
12;500;2;1;0.3;20.0
13;100;5;1;log2;
14;300;5;2;log2;10.0
15;500;5;4;sqrt;
16;200;5;2;log2;10.0
17;200;10;1;log2;20.0
18;100;2;2;sqrt;
19;200;2;4;0.3;20.0
20;100;5;2;0.3;20.0
21;100;10;2;log2;20.0
22;300;10;4;sqrt;20.0
23;100;2;4;log2;20.0
24;100;2;4;sqrt;
25;500;10;2;0.3;10.0
26;500;5;1;log2;20.0
27;300;10;2;0.3;
28;200;5;2;0.3;
29;500;10;4;log2;10.0
30;100;2;2;log2;
