Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;1;0.3;10.0
2;200;10;4;0.3;10.0
3;500;10;2;log2;20.0
4;200;10;4;sqrt;
5;200;5;1;log2;10.0
6;300;5;1;log2;
7;500;2;2;log2;20.0
8;100;2;4;0.3;10.0
9;300;10;1;0.3;10.0
10;100;5;2;sqrt;10.0
11;200;2;1;0.3;10.0
12;100;5;1;sqrt;
13;100;5;1;sqrt;10.0
14;200;5;2;sqrt;20.0
15;500;2;2;0.3;
16;500;2;1;0.3;20.0
17;300;10;4;log2;
18;500;5;2;0.3;20.0
19;500;5;2;sqrt;10.0
20;300;5;4;log2;20.0
21;300;5;4;sqrt;10.0
22;300;5;2;log2;
23;200;5;1;sqrt;10.0
24;200;2;2;0.3;10.0
25;300;2;4;0.3;
26;200;2;1;0.3;
27;300;2;4;log2;10.0
28;200;2;1;log2;20.0
29;300;10;4;0.3;20.0
30;500;2;4;sqrt;20.0
