Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;10.0
2;300;10;1;log2;10.0
3;100;2;1;sqrt;20.0
4;500;10;1;log2;
5;300;5;1;0.3;10.0
6;100;5;1;sqrt;10.0
7;100;10;4;0.3;20.0
8;200;5;4;0.3;20.0
9;200;10;4;0.3;10.0
10;500;10;4;0.3;20.0
11;100;2;4;0.3;
12;300;2;4;log2;20.0
13;500;5;4;log2;
14;200;10;2;log2;10.0
15;100;2;1;sqrt;
16;500;2;1;sqrt;20.0
17;200;10;2;sqrt;10.0
18;100;10;4;log2;20.0
19;100;10;2;0.3;
20;200;5;4;log2;
21;100;10;1;0.3;10.0
22;300;5;4;log2;10.0
23;300;10;4;sqrt;20.0
24;300;2;4;log2;
25;500;5;1;log2;20.0
26;100;10;1;0.3;
27;200;5;2;sqrt;
28;100;2;4;log2;
29;200;2;4;0.3;20.0
30;300;10;2;sqrt;10.0
