Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;sqrt;20.0
2;100;5;2;log2;10.0
3;100;5;1;log2;
4;200;5;1;0.3;10.0
5;100;10;1;0.3;10.0
6;300;5;1;sqrt;10.0
7;300;10;4;log2;
8;500;2;4;log2;10.0
9;200;2;1;0.3;20.0
10;500;5;1;log2;
11;500;10;4;log2;10.0
12;100;10;1;log2;10.0
13;200;2;1;sqrt;10.0
14;300;5;1;log2;10.0
15;500;2;4;0.3;20.0
16;100;10;2;0.3;10.0
17;200;2;2;sqrt;10.0
18;500;5;4;log2;10.0
19;100;2;1;log2;10.0
20;100;2;4;sqrt;
21;200;5;4;0.3;20.0
22;200;10;4;log2;
23;500;2;2;sqrt;
24;100;5;1;sqrt;10.0
25;300;2;2;0.3;
26;500;10;2;sqrt;
27;500;5;2;0.3;20.0
28;200;5;4;0.3;10.0
29;500;5;2;log2;
30;100;2;2;0.3;
