Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;log2;10.0
2;300;5;4;log2;20.0
3;500;5;4;sqrt;20.0
4;200;10;4;0.3;10.0
5;100;2;4;sqrt;
6;100;5;2;0.3;10.0
7;200;5;4;0.3;20.0
8;300;5;2;sqrt;10.0
9;500;10;1;log2;
10;500;2;1;sqrt;10.0
11;300;10;1;log2;
12;100;5;2;0.3;
13;200;10;2;0.3;10.0
14;200;5;4;log2;10.0
15;200;2;1;0.3;10.0
16;300;5;2;0.3;10.0
17;500;10;4;sqrt;10.0
18;300;2;2;sqrt;10.0
19;100;10;2;sqrt;10.0
20;300;10;2;0.3;
21;500;2;4;sqrt;20.0
22;300;10;4;log2;20.0
23;300;2;4;log2;
24;500;5;1;sqrt;10.0
25;200;10;2;log2;
26;100;2;1;0.3;
27;300;5;4;log2;10.0
28;200;10;1;sqrt;10.0
29;300;2;4;sqrt;20.0
30;500;10;2;sqrt;20.0
