Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;2;0.3;20.0
2;500;10;2;0.3;
3;300;10;1;log2;10.0
4;100;10;2;sqrt;20.0
5;500;2;1;sqrt;10.0
6;100;2;4;log2;10.0
7;300;10;4;0.3;
8;100;10;4;0.3;10.0
9;200;10;4;0.3;20.0
10;200;2;4;sqrt;
11;100;5;4;sqrt;
12;300;2;2;0.3;10.0
13;500;5;4;log2;10.0
14;200;10;1;sqrt;10.0
15;500;10;4;sqrt;20.0
16;100;10;2;sqrt;
17;300;2;4;sqrt;20.0
18;500;10;4;sqrt;
19;500;10;1;0.3;
20;200;2;2;log2;10.0
21;300;2;4;log2;20.0
22;500;5;4;sqrt;
23;300;5;4;sqrt;20.0
24;100;5;2;sqrt;20.0
25;300;10;1;0.3;20.0
26;500;5;1;0.3;
27;100;2;2;log2;10.0
28;300;2;4;log2;10.0
29;500;10;1;log2;10.0
30;500;5;2;sqrt;20.0
