Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;0.3;10.0
2;200;10;1;log2;
3;100;5;4;log2;20.0
4;500;2;4;0.3;
5;300;2;1;log2;10.0
6;300;5;2;log2;10.0
7;300;5;4;sqrt;
8;100;10;1;log2;20.0
9;300;5;1;sqrt;
10;500;2;1;sqrt;
11;200;5;4;sqrt;10.0
12;500;2;4;log2;20.0
13;300;2;1;log2;
14;300;10;2;sqrt;
15;100;2;2;sqrt;
16;500;5;1;0.3;
17;300;5;2;0.3;
18;100;5;4;log2;10.0
19;500;2;4;log2;
20;100;5;2;0.3;10.0
21;200;5;1;sqrt;20.0
22;200;10;4;log2;10.0
23;500;5;4;0.3;10.0
24;300;10;1;log2;10.0
25;500;5;4;0.3;20.0
26;100;10;1;0.3;
27;100;10;1;log2;
28;100;2;2;sqrt;20.0
29;200;5;4;log2;
30;500;10;2;0.3;10.0
