Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;log2;
2;300;10;4;log2;
3;500;2;1;log2;20.0
4;500;10;1;0.3;20.0
5;300;5;4;log2;
6;100;5;2;0.3;20.0
7;100;2;1;log2;10.0
8;100;10;2;sqrt;20.0
9;200;10;4;0.3;
10;300;10;1;0.3;10.0
11;100;5;1;log2;
12;200;10;4;log2;
13;300;5;2;0.3;20.0
14;200;10;2;sqrt;10.0
15;500;2;4;log2;20.0
16;100;5;1;0.3;
17;500;10;4;sqrt;20.0
18;500;10;4;sqrt;
19;300;2;4;sqrt;
20;500;2;1;0.3;20.0
21;300;2;1;0.3;
22;200;10;1;0.3;
23;100;5;1;sqrt;10.0
24;200;10;2;0.3;20.0
25;500;10;1;0.3;10.0
26;100;5;4;sqrt;
27;300;2;1;log2;
28;300;10;4;sqrt;
29;500;10;2;sqrt;20.0
30;200;2;1;log2;20.0
