Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;2;0.3;
2;100;5;4;log2;10.0
3;500;5;4;0.3;20.0
4;500;2;4;0.3;20.0
5;200;2;2;sqrt;
6;100;10;1;log2;20.0
7;300;10;2;0.3;
8;500;10;2;0.3;
9;500;10;2;sqrt;20.0
10;300;10;4;sqrt;
11;500;10;2;log2;10.0
12;300;10;2;0.3;20.0
13;300;10;4;0.3;10.0
14;500;10;1;0.3;10.0
15;300;10;4;log2;
16;500;2;2;log2;20.0
17;100;5;4;0.3;
18;300;2;2;log2;10.0
19;300;2;2;sqrt;20.0
20;100;5;1;sqrt;
21;500;5;1;0.3;
22;300;2;1;0.3;
23;200;5;4;0.3;
24;500;5;2;log2;20.0
25;100;10;1;sqrt;20.0
26;100;2;1;sqrt;
27;300;5;2;0.3;10.0
28;200;5;2;log2;20.0
29;100;2;2;log2;10.0
30;200;2;2;0.3;
