Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;10.0
2;200;10;4;sqrt;20.0
3;200;5;4;sqrt;20.0
4;200;2;2;sqrt;
5;300;10;4;sqrt;20.0
6;500;10;1;sqrt;
7;500;5;1;0.3;10.0
8;100;5;2;0.3;10.0
9;200;2;1;0.3;20.0
10;200;10;1;0.3;20.0
11;500;10;1;sqrt;20.0
12;300;2;1;0.3;10.0
13;500;2;2;log2;
14;300;5;2;log2;10.0
15;100;2;4;log2;20.0
16;500;10;1;log2;10.0
17;300;5;4;sqrt;20.0
18;300;10;2;sqrt;20.0
19;200;5;4;0.3;20.0
20;500;2;1;log2;20.0
21;100;5;1;sqrt;10.0
22;100;5;1;0.3;20.0
23;300;2;4;0.3;
24;100;2;2;0.3;
25;100;5;2;log2;20.0
26;300;5;2;0.3;
27;500;2;4;0.3;
28;500;5;2;sqrt;20.0
29;300;10;2;sqrt;10.0
30;300;2;4;0.3;10.0
