Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;1;0.3;20.0
2;500;5;2;sqrt;10.0
3;300;5;4;0.3;20.0
4;500;2;4;log2;
5;200;2;1;sqrt;10.0
6;200;2;1;sqrt;20.0
7;100;2;4;log2;20.0
8;200;2;2;log2;20.0
9;100;10;2;sqrt;20.0
10;100;2;1;sqrt;20.0
11;500;5;4;0.3;
12;500;5;2;log2;10.0
13;500;2;1;0.3;20.0
14;100;5;1;0.3;20.0
15;300;5;2;sqrt;10.0
16;100;2;1;0.3;10.0
17;300;2;1;sqrt;20.0
18;200;2;1;log2;20.0
19;300;10;2;log2;
20;200;5;2;0.3;
21;500;2;4;0.3;
22;500;2;2;log2;20.0
23;100;5;2;sqrt;
24;300;10;2;0.3;10.0
25;100;10;1;0.3;20.0
26;300;2;2;log2;10.0
27;200;10;2;0.3;
28;300;2;4;sqrt;10.0
29;300;5;4;log2;10.0
30;300;5;4;0.3;10.0
