Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('detr','2'), list('sder',c(2,3,15));0.0346;41.4434;1.0352;50.5763
2;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','3'), list('sder',c(2,4,25));0.1999;40.2111;1.1371;50.7776
3;list('adj',''), list('ref2abs',''), list('red',c(1,1300,1)), list('msc',''), list('sder',c(2,3,15));-0.2717;47.0473;0.9019;49.2905
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 15));0.1193;45.1702;1.0838;48.3914
5;list('adj',''), list('red',c(800,1100,1)), list('snv',''), list('sder',c(2,3,21));-0.111;81.9081;0.9649;37.8019
