Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('snv',''), list('sder',c(2,3,15));0.1054;1.5746;1.0753;1.3196
2;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 15));-0.2815;1.4325;0.8985;1.4241
3;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));0.2614;1.1376;1.1835;1.3456
4;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','2'), list('sder',c(2, 3, 15));0.1926;1.3972;1.1319;1.362
5;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('detr','2'), list('sder',c(1, 3, 21));0.1176;1.4911;1.0828;1.34
