Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;sqrt;20.0
2;200;5;4;0.3;20.0
3;100;10;2;log2;20.0
4;100;10;2;log2;10.0
5;100;2;4;log2;20.0
6;300;2;4;0.3;
7;500;2;4;0.3;20.0
8;500;5;1;0.3;20.0
9;100;5;2;log2;
10;100;2;4;sqrt;20.0
11;500;2;4;log2;
12;200;5;2;sqrt;
13;100;2;4;sqrt;10.0
14;500;2;2;0.3;10.0
15;500;2;2;0.3;
16;200;5;4;log2;10.0
17;200;2;2;sqrt;10.0
18;500;5;4;0.3;
19;100;2;2;0.3;
20;100;10;1;sqrt;20.0
21;100;10;4;log2;10.0
22;100;10;1;sqrt;10.0
23;100;2;2;sqrt;20.0
24;300;5;2;sqrt;10.0
25;200;2;2;sqrt;
26;100;5;4;0.3;10.0
27;200;2;2;log2;10.0
28;100;5;2;sqrt;
29;200;5;1;0.3;20.0
30;100;2;2;log2;20.0
