Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;2;0.3;10.0
2;500;10;2;log2;10.0
3;500;5;1;0.3;
4;200;5;4;sqrt;
5;200;5;2;log2;20.0
6;300;2;1;sqrt;10.0
7;500;5;4;0.3;10.0
8;200;10;4;log2;10.0
9;300;5;4;sqrt;
10;500;10;2;sqrt;
11;200;10;2;sqrt;
12;100;5;1;log2;10.0
13;200;2;4;sqrt;10.0
14;300;10;2;sqrt;20.0
15;500;5;2;0.3;20.0
16;300;10;1;0.3;
17;100;2;1;0.3;
18;100;5;1;log2;20.0
19;300;10;1;0.3;20.0
20;200;2;1;sqrt;20.0
21;100;10;4;0.3;10.0
22;300;5;2;0.3;20.0
23;500;2;1;log2;
24;100;2;4;sqrt;20.0
25;500;2;2;0.3;
26;300;2;4;log2;10.0
27;300;5;1;0.3;10.0
28;300;10;2;log2;20.0
29;100;10;2;log2;
30;200;10;4;sqrt;
