Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;0.3;20.0
2;100;10;4;sqrt;10.0
3;100;5;1;0.3;
4;100;2;1;sqrt;
5;200;2;1;0.3;10.0
6;100;10;2;0.3;20.0
7;500;5;4;log2;20.0
8;500;5;4;log2;
9;500;5;2;log2;20.0
10;300;5;4;sqrt;10.0
11;100;10;2;log2;20.0
12;100;10;1;sqrt;
13;100;5;4;log2;
14;200;2;4;sqrt;20.0
15;500;2;4;0.3;
16;100;10;1;0.3;
17;200;10;4;0.3;20.0
18;100;2;1;log2;20.0
19;100;10;4;0.3;10.0
20;200;5;1;0.3;10.0
21;500;5;2;log2;
22;300;10;4;sqrt;20.0
23;200;10;4;0.3;
24;200;5;1;sqrt;20.0
25;300;2;2;log2;20.0
26;200;10;4;0.3;10.0
27;300;10;4;sqrt;
28;100;2;4;sqrt;20.0
29;500;2;2;log2;
30;200;10;1;log2;10.0
