Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;sqrt;20.0
2;200;10;2;0.3;20.0
3;300;5;2;0.3;20.0
4;300;10;2;sqrt;10.0
5;100;10;1;0.3;
6;100;2;4;0.3;10.0
7;200;2;2;0.3;10.0
8;300;2;4;log2;10.0
9;200;5;4;0.3;
10;100;5;1;log2;
11;500;5;2;log2;10.0
12;200;2;4;0.3;20.0
13;300;5;4;sqrt;
14;200;10;4;0.3;
15;200;2;2;sqrt;
16;300;2;4;0.3;20.0
17;300;5;2;0.3;10.0
18;200;5;1;0.3;20.0
19;100;2;2;sqrt;20.0
20;300;2;1;0.3;20.0
21;100;5;1;0.3;10.0
22;500;10;2;0.3;
23;300;5;1;0.3;10.0
24;200;2;1;log2;10.0
25;300;2;1;sqrt;10.0
26;100;10;4;0.3;10.0
27;500;5;4;0.3;10.0
28;300;10;4;sqrt;
29;500;10;4;0.3;
30;500;2;1;log2;
