Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));-0.2898;1.9973;0.8956;1.232
2;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));-0.185;1.7349;0.9343;1.1913
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 3, 21));-0.1005;1.4892;0.9696;1.3809
4;list('adj',''), list('red',c(800,1100,1)), list('snv',''), list('sder',c(2,3,15));0.1964;1.0004;1.1346;1.3511
5;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 25));-0.085;1.623;0.9765;1.2234
