Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));0.8126;1.0544;2.3496;1.5136
2;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));0.7588;1.1363;2.071;1.4287
3;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));0.7864;1.5996;2.2009;1.4493
4;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,21));0.578;1.7437;1.5657;1.3995
5;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,15));0.7266;1.2621;1.9451;1.4387
