Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;log2;10.0
2;100;10;4;0.3;
3;500;10;1;0.3;20.0
4;500;5;1;0.3;20.0
5;200;5;4;sqrt;20.0
6;200;5;2;sqrt;
7;200;2;2;log2;10.0
8;500;5;1;0.3;10.0
9;100;10;1;log2;10.0
10;100;2;4;log2;20.0
11;300;10;2;0.3;20.0
12;300;2;2;sqrt;20.0
13;200;2;4;log2;10.0
14;100;2;1;log2;20.0
15;200;5;1;0.3;10.0
16;100;10;2;sqrt;20.0
17;100;5;1;sqrt;10.0
18;200;5;1;0.3;
19;200;10;2;sqrt;
20;100;5;2;0.3;10.0
21;100;5;2;0.3;20.0
22;100;5;4;log2;20.0
23;500;5;2;log2;10.0
24;300;5;4;0.3;
25;300;5;4;0.3;20.0
26;100;5;2;log2;
27;200;2;2;0.3;
28;500;10;2;log2;20.0
29;100;2;2;sqrt;20.0
30;100;2;1;sqrt;10.0
