Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;sqrt;10.0
2;300;2;1;log2;10.0
3;500;5;4;log2;20.0
4;300;5;2;0.3;10.0
5;500;10;4;0.3;
6;500;10;2;0.3;20.0
7;300;10;2;log2;10.0
8;200;5;4;sqrt;10.0
9;100;5;1;sqrt;10.0
10;100;5;4;log2;10.0
11;200;10;4;log2;
12;200;5;2;0.3;10.0
13;200;10;4;0.3;10.0
14;300;10;2;sqrt;
15;300;10;2;log2;20.0
16;500;5;4;0.3;
17;100;5;2;log2;20.0
18;100;2;2;log2;20.0
19;500;10;2;0.3;
20;100;2;1;0.3;20.0
21;500;10;1;log2;
22;500;10;1;log2;10.0
23;200;10;2;sqrt;10.0
24;100;5;4;sqrt;10.0
25;200;10;2;log2;20.0
26;100;10;2;0.3;10.0
27;200;5;1;log2;20.0
28;100;10;1;log2;10.0
29;500;10;2;log2;10.0
30;300;2;2;sqrt;20.0
