Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;0.3;20.0
2;100;2;2;log2;
3;100;10;4;0.3;
4;500;5;4;0.3;20.0
5;500;10;2;0.3;10.0
6;500;2;1;sqrt;10.0
7;200;10;4;0.3;
8;300;2;4;0.3;20.0
9;300;5;4;0.3;20.0
10;300;10;1;sqrt;
11;200;2;2;log2;20.0
12;200;10;2;0.3;20.0
13;500;10;2;sqrt;20.0
14;300;2;2;log2;10.0
15;300;10;1;sqrt;10.0
16;100;5;2;log2;10.0
17;300;5;4;sqrt;
18;500;10;1;0.3;20.0
19;300;5;4;sqrt;10.0
20;300;10;1;log2;
21;300;10;2;0.3;10.0
22;500;2;4;log2;10.0
23;100;2;1;log2;10.0
24;500;10;2;log2;20.0
25;200;5;2;log2;20.0
26;300;5;4;0.3;
27;300;5;1;log2;10.0
28;200;5;4;0.3;
29;200;2;4;sqrt;20.0
30;300;5;4;sqrt;20.0
