Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;0.3;10.0
2;300;2;2;0.3;10.0
3;500;2;2;log2;20.0
4;100;5;4;log2;20.0
5;300;2;4;sqrt;
6;200;2;1;sqrt;
7;300;10;4;0.3;20.0
8;300;10;4;log2;
9;500;10;4;0.3;10.0
10;300;5;1;sqrt;
11;200;2;2;sqrt;20.0
12;100;10;4;sqrt;
13;500;5;2;log2;20.0
14;500;5;4;log2;10.0
15;500;5;1;log2;10.0
16;200;5;2;0.3;
17;200;2;2;sqrt;10.0
18;300;2;4;0.3;20.0
19;200;2;1;0.3;20.0
20;100;5;2;0.3;10.0
21;100;10;4;sqrt;20.0
22;200;10;4;sqrt;20.0
23;200;5;2;0.3;20.0
24;100;2;2;0.3;10.0
25;500;5;2;sqrt;10.0
26;500;5;1;sqrt;
27;100;2;4;log2;20.0
28;200;5;4;log2;20.0
29;200;2;1;log2;10.0
30;300;2;1;sqrt;
