Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;1;log2;
2;500;5;4;sqrt;20.0
3;100;2;4;log2;
4;300;5;1;0.3;20.0
5;100;2;1;0.3;
6;300;10;4;log2;
7;200;2;1;0.3;10.0
8;500;2;2;0.3;20.0
9;200;5;4;log2;
10;100;10;2;0.3;20.0
11;500;2;2;sqrt;
12;500;2;2;sqrt;10.0
13;500;10;2;log2;20.0
14;300;2;4;sqrt;20.0
15;100;10;2;sqrt;
16;100;2;4;0.3;20.0
17;500;2;1;sqrt;20.0
18;300;10;1;sqrt;20.0
19;200;2;4;sqrt;20.0
20;100;10;2;log2;20.0
21;200;2;2;log2;
22;300;10;1;log2;
23;500;2;4;sqrt;
24;100;2;2;log2;
25;200;10;2;log2;
26;100;10;2;0.3;10.0
27;500;10;4;0.3;20.0
28;100;5;1;sqrt;
29;200;2;2;log2;10.0
30;300;5;1;sqrt;
