Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;1;sqrt;
2;100;5;2;0.3;20.0
3;200;2;1;sqrt;20.0
4;100;5;1;0.3;
5;200;10;1;0.3;
6;200;2;1;0.3;10.0
7;500;10;1;0.3;10.0
8;300;10;2;sqrt;10.0
9;500;5;2;log2;10.0
10;100;2;4;0.3;
11;100;10;1;0.3;20.0
12;300;5;4;log2;
13;500;2;2;sqrt;20.0
14;500;2;2;sqrt;10.0
15;100;10;4;log2;
16;200;2;4;0.3;10.0
17;300;5;1;sqrt;20.0
18;100;10;4;sqrt;
19;500;2;1;log2;10.0
20;200;5;1;log2;
21;300;5;1;log2;
22;100;5;4;log2;
23;200;5;2;sqrt;
24;200;2;1;sqrt;10.0
25;300;5;1;0.3;
26;500;5;2;log2;
27;200;2;1;log2;
28;200;10;4;sqrt;
29;200;2;1;log2;20.0
30;500;2;1;sqrt;
