Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;log2;10.0
2;500;2;4;0.3;20.0
3;200;5;4;0.3;
4;100;2;2;sqrt;20.0
5;200;10;4;sqrt;10.0
6;300;5;2;sqrt;20.0
7;300;10;4;0.3;20.0
8;300;5;2;sqrt;
9;500;2;4;log2;20.0
10;300;2;4;log2;10.0
11;500;10;1;0.3;
12;300;5;4;sqrt;20.0
13;500;5;2;sqrt;20.0
14;100;10;1;0.3;20.0
15;500;10;1;log2;
16;500;10;2;sqrt;20.0
17;500;2;2;0.3;
18;200;10;1;log2;10.0
19;100;5;4;log2;10.0
20;300;10;1;0.3;10.0
21;100;2;1;log2;10.0
22;300;2;1;sqrt;
23;300;2;4;sqrt;10.0
24;300;10;2;0.3;20.0
25;500;2;4;log2;
26;100;5;2;sqrt;20.0
27;300;2;1;0.3;10.0
28;300;10;4;log2;20.0
29;500;5;1;sqrt;
30;300;5;1;log2;10.0
