Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
5;M103;37.399997658466255;39.693955449242054;-2.2939577907757993
11;M153;45.69999536582308;44.11979828617332;1.580197079649757
12;M45;43.39999534270246;40.071622453784286;3.3283728889181745
19;M6;37.49999091975924;37.05613338829454;0.4438575314647011
20;M209;37.59998587696299;36.87003124432693;0.7299546326360584
27;M229;49.09998849006423;42.76356561423141;6.336422875832817
28;M46;45.30000375698018;43.80865563013906;1.4913481268411246
32;M35;45.90001852278184;44.7423322750448;1.1576862477370398
37;M123;47.40000208863595;39.98041922064324;7.419582867992709
41;M288;41.0148473846658;41.051266132407264;-0.036418747741464585
46;M155;41.587002801557915;42.81524906736397;-1.2282462658060567
56;M9;33.00000931280119;40.065270203687376;-7.0652608908861865
57;M32;40.99999160782477;40.02715950024843;0.9728321075763375
65;M296;40.000008125258226;40.652837151471914;-0.6528290262136878
70;M192;47.09999354880245;45.73549419829036;1.3644993505120908
81;M176;37.35209780328112;39.61817662606236;-2.266078822781239
82;M219;41.300003571125714;37.19393367631255;4.106069894813167
85;M250;40.199991915063976;40.92006710938498;-0.7200751943210051
94;M40;39.299996723378534;35.3139911296816;3.9860055936969374
96;M145;40.49998536485052;42.90050556090078;-2.400520196050266
98;M223;39.10000261055272;40.971014632405414;-1.8710120218526924
101;M203;42.59096584629258;41.14586002794226;1.4451058183503207
106;M198;46.90000404050857;42.63188444524498;4.268119595263592
116;M190;39.30000301547342;40.26526855856432;-0.9652655430909007
121;M246;39.50000791031947;42.42630884798106;-2.926300937661594
127;M272;41.79999009463675;41.60311498677778;0.19687510785896478
