Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;0.3;10.0
2;200;10;1;sqrt;10.0
3;500;5;1;log2;
4;200;2;4;0.3;20.0
5;200;10;4;log2;
6;300;10;2;0.3;
7;100;2;4;log2;20.0
8;300;5;2;log2;10.0
9;200;5;2;0.3;
10;500;10;4;sqrt;10.0
11;500;2;2;sqrt;20.0
12;300;2;4;0.3;20.0
13;500;10;2;0.3;10.0
14;500;2;2;log2;20.0
15;100;10;1;log2;
16;100;10;1;sqrt;
17;300;10;1;log2;10.0
18;100;5;4;log2;20.0
19;100;10;2;sqrt;20.0
20;500;10;4;0.3;20.0
21;300;2;2;0.3;
22;100;5;4;sqrt;20.0
23;500;5;4;0.3;
24;500;5;2;log2;10.0
25;100;5;4;log2;
26;100;5;2;sqrt;10.0
27;500;5;2;sqrt;20.0
28;100;5;1;sqrt;
29;500;2;1;sqrt;20.0
30;500;2;4;sqrt;20.0
