Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;log2;
2;500;5;1;0.3;10.0
3;300;5;1;sqrt;10.0
4;300;2;2;0.3;20.0
5;200;2;1;sqrt;20.0
6;200;2;2;0.3;
7;300;2;4;log2;
8;200;10;1;0.3;20.0
9;500;5;2;sqrt;
10;100;10;2;0.3;20.0
11;200;2;2;sqrt;10.0
12;100;5;2;log2;
13;200;10;1;log2;10.0
14;100;5;1;sqrt;
15;500;5;1;log2;20.0
16;200;2;2;sqrt;
17;300;5;2;sqrt;
18;100;2;2;0.3;
19;100;10;4;log2;20.0
20;300;2;4;sqrt;
21;300;2;1;log2;10.0
22;100;10;4;sqrt;10.0
23;200;2;2;log2;10.0
24;200;5;2;0.3;20.0
25;300;2;1;0.3;20.0
26;100;5;2;log2;10.0
27;200;10;1;sqrt;20.0
28;300;10;1;log2;20.0
29;200;10;2;0.3;10.0
30;500;2;1;0.3;20.0
