Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;2;sqrt;20.0
2;500;10;4;log2;
3;500;10;2;log2;20.0
4;100;10;4;sqrt;
5;100;5;2;sqrt;
6;300;10;2;log2;10.0
7;200;10;1;log2;20.0
8;100;5;4;log2;10.0
9;300;10;1;log2;
10;300;2;4;log2;10.0
11;100;2;4;sqrt;10.0
12;500;5;4;0.3;
13;200;10;1;0.3;10.0
14;100;5;2;sqrt;10.0
15;500;2;2;sqrt;
16;500;10;4;sqrt;20.0
17;500;2;4;sqrt;10.0
18;100;10;2;sqrt;
19;200;5;4;log2;20.0
20;100;2;2;0.3;
21;200;10;4;log2;10.0
22;100;10;4;sqrt;20.0
23;200;2;1;0.3;20.0
24;200;2;4;sqrt;10.0
25;200;5;2;log2;
26;300;2;2;sqrt;20.0
27;200;10;4;sqrt;
28;200;2;2;sqrt;20.0
29;200;2;1;log2;20.0
30;100;10;1;log2;10.0
