"Methode";"Compose";"meso_frais";"meso_silica";"HR"
"pls";"total.trans.carotene.natif";392,434;359,1319;NA
"random_forest";"total.trans.carotene.natif";309,1445;297,1967;NA
"xgboost";"total.trans.carotene.natif";333,0459;324,0186;NA
