Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;log2;20.0
2;100;10;4;log2;20.0
3;500;10;2;0.3;
4;500;2;1;log2;10.0
5;100;5;4;sqrt;10.0
6;200;2;2;log2;10.0
7;500;10;1;log2;10.0
8;100;10;1;sqrt;10.0
9;100;2;1;log2;10.0
10;300;10;2;log2;
11;500;10;2;log2;20.0
12;300;2;2;log2;
13;100;10;2;sqrt;
14;300;10;1;log2;20.0
15;500;10;2;0.3;10.0
16;300;5;1;sqrt;
17;500;5;1;0.3;
18;200;2;1;sqrt;10.0
19;500;5;2;log2;
20;100;5;2;log2;
21;500;2;4;log2;10.0
22;200;2;4;sqrt;
23;300;2;2;log2;10.0
24;200;10;1;0.3;10.0
25;300;5;2;0.3;20.0
26;300;10;4;0.3;10.0
27;300;5;1;sqrt;20.0
28;500;2;1;log2;20.0
29;500;10;1;log2;20.0
30;300;10;4;0.3;
