Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
9;M162;6.1568140270713005;6.511027871454871;-0.35421384438357073;0.35421384438357073
24;M287;5.08121378808396;4.543772659265972;0.5374411288179877;0.5374411288179877
28;M49;3.500023251777328;6.076426987804115;-2.5764037360267866;2.5764037360267866
29;M178;4.100004591571926;4.015716748578111;0.08428784299381498;0.08428784299381498
32;M167;6.173147804894068;5.233795806218942;0.939351998675126;0.939351998675126
38;M232;6.200010333190188;6.0571618502847295;0.1428484829054586;0.1428484829054586
41;M38;4.899994022942696;7.140208046912984;-2.240214023970288;2.240214023970288
51;M69;4.599989391035838;5.7211634384153145;-1.1211740473794762;1.1211740473794762
53;M242;8.099995658486275;6.6092254101179755;1.4907702483682996;1.4907702483682996
69;M96;6.2999921271644785;5.910096872246095;0.3898952549183834;0.3898952549183834
73;M18;5.1000042659741105;6.0121964686137686;-0.9121922026396581;0.9121922026396581
74;M180;4.814848359284238;4.789684529680318;0.025163829603920718;0.025163829603920718
77;M188;4.620706033805228;5.614463186973263;-0.9937571531680351;0.9937571531680351
79;M2;6.20000122365179;5.091842446979032;1.1081587766727576;1.1081587766727576
80;M224;5.799998853293042;5.6136040839514365;0.18639476934160548;0.18639476934160548
83;M247;5.300000643882296;5.3042564767878035;-0.004255832905507795;0.004255832905507795
91;M153;4.600005884860059;5.478774407600691;-0.8787685227406312;0.8787685227406312
100;M220;5.799999134354414;5.70156715582812;0.09843197852629437;0.09843197852629437
102;M121;6.299993308041117;5.581002757519477;0.7189905505216396;0.7189905505216396
107;M40;4.700006736259939;6.32544738638554;-1.6254406501256007;1.6254406501256007
110;M298;4.454097556203268;5.655642404209488;-1.20154484800622;1.20154484800622
112;M219;5.4000035609704655;5.655173073689386;-0.2551695127189202;0.2551695127189202
114;M147;5.58679251443757;5.421248846995204;0.16554366744236582;0.16554366744236582
118;M228;4.599991124165766;5.78080682742234;-1.1808157032565738;1.1808157032565738
121;M7;7.399980430382034;5.174684612145824;2.2252958182362104;2.2252958182362104
125;M138;8.899989832683453;6.337591345094706;2.562398487588746;2.562398487588746
