Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;log2;
2;500;5;1;log2;20.0
3;200;10;1;0.3;
4;100;5;2;0.3;20.0
5;100;10;2;0.3;20.0
6;500;2;4;log2;10.0
7;500;2;1;log2;10.0
8;100;5;4;sqrt;10.0
9;300;2;1;0.3;10.0
10;300;5;1;0.3;10.0
11;200;10;4;sqrt;10.0
12;200;10;2;log2;
13;300;2;1;0.3;20.0
14;500;5;4;log2;
15;500;2;1;0.3;10.0
16;200;5;2;0.3;20.0
17;500;5;4;sqrt;
18;200;10;4;0.3;10.0
19;200;10;2;log2;10.0
20;300;5;2;sqrt;10.0
21;300;2;1;0.3;
22;100;2;2;log2;
23;500;2;2;sqrt;10.0
24;300;10;4;0.3;10.0
25;100;2;1;sqrt;20.0
26;200;10;4;log2;10.0
27;200;5;1;sqrt;20.0
28;500;5;1;sqrt;
29;500;2;4;0.3;10.0
30;300;5;2;0.3;10.0
