Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;2;sqrt;20.0
2;100;2;2;0.3;10.0
3;500;2;1;log2;10.0
4;300;5;1;0.3;20.0
5;200;5;1;0.3;20.0
6;500;2;1;log2;
7;200;2;2;sqrt;
8;300;2;2;sqrt;20.0
9;300;2;2;0.3;10.0
10;500;10;2;log2;
11;200;10;4;0.3;20.0
12;300;2;4;0.3;10.0
13;100;5;2;sqrt;
14;100;5;4;sqrt;
15;500;10;1;log2;10.0
16;300;2;1;sqrt;10.0
17;500;5;4;log2;10.0
18;200;2;1;0.3;10.0
19;300;2;4;0.3;20.0
20;500;5;4;0.3;
21;500;10;4;0.3;
22;300;10;1;log2;10.0
23;500;10;4;sqrt;10.0
24;100;10;1;log2;
25;200;5;1;0.3;10.0
26;200;10;1;sqrt;
27;300;10;4;log2;
28;100;2;4;log2;20.0
29;300;10;2;sqrt;20.0
30;200;5;2;0.3;10.0
