Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;0.3;10.0
2;100;10;4;log2;20.0
3;200;5;2;log2;
4;100;2;4;sqrt;10.0
5;500;2;4;sqrt;
6;200;5;4;log2;10.0
7;500;5;2;log2;10.0
8;500;2;1;0.3;
9;500;10;1;sqrt;
10;200;10;2;log2;20.0
11;100;10;1;log2;10.0
12;500;10;1;0.3;10.0
13;200;2;2;sqrt;
14;300;2;4;log2;20.0
15;500;5;2;sqrt;
16;500;2;2;log2;
17;200;2;4;sqrt;10.0
18;500;2;1;0.3;10.0
19;100;2;2;0.3;20.0
20;500;5;2;log2;
21;100;5;4;sqrt;
22;500;10;2;sqrt;20.0
23;500;2;4;0.3;
24;300;10;2;sqrt;
25;300;10;2;log2;
26;100;2;2;log2;10.0
27;100;2;4;sqrt;
28;300;2;4;sqrt;
29;100;10;1;0.3;10.0
30;100;2;4;log2;10.0
