Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;sqrt;20.0
2;500;2;4;0.3;10.0
3;200;10;2;log2;20.0
4;500;10;2;log2;20.0
5;300;10;4;log2;
6;500;10;1;log2;
7;500;2;1;sqrt;20.0
8;300;5;1;log2;20.0
9;500;10;2;0.3;20.0
10;100;10;1;0.3;20.0
11;200;5;1;log2;20.0
12;500;5;4;log2;20.0
13;300;5;1;sqrt;
14;300;2;2;sqrt;20.0
15;100;5;4;0.3;10.0
16;100;10;4;sqrt;10.0
17;200;2;2;log2;20.0
18;200;2;2;log2;10.0
19;200;2;1;sqrt;20.0
20;300;5;2;0.3;20.0
21;100;5;2;log2;20.0
22;500;10;4;log2;20.0
23;500;2;2;sqrt;10.0
24;500;2;4;log2;10.0
25;200;2;1;0.3;10.0
26;200;5;2;log2;10.0
27;100;2;1;log2;10.0
28;200;2;2;0.3;10.0
29;500;10;2;sqrt;20.0
30;300;5;2;log2;
