Compose;ID_Pretraitement;Code_R_Pretraitement;Meilleurs_Hyperparam_RF;Rc;RMSEC;RMSECV
C20.0;1;list('adj',''), list('snv',''), list('sder',c(1,3,5));Erreur extraction;0.9439;0.0502;0.0
C20.0;2;list('adj',''), list('snv',''), list('sder',c(2,3,15));Erreur extraction;0.924;0.0584;0.0
C20.0;3;list('adj',''), list('red',c(1,1300,1));Erreur extraction;0.9094;0.0564;0.0
C20.0;4;list('adj',''),list('red',c(950,700,1)),list('snv','');Erreur extraction;0.9212;0.0537;0.0
C20.0;5;list('adj',''),list('red',c(950,750,1)),list('snv','');Erreur extraction;0.9557;0.0435;0.0
C20.0;6;list('adj',''), list('red',c(1,1000,1)), list('snv','');Erreur extraction;0.9662;0.046;0.0
C20.0;7;list('adj',''), list('red',c(1,1300,1)), list('snv','');Erreur extraction;0.8711;0.069;0.0
C20.0;8;list('adj',''), list('red',c(1,1200,1)), list('snv',''), list('sder',c(2,3,15));Erreur extraction;0.9578;0.0516;0.0
C20.0;9;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 9));Erreur extraction;0.8421;0.0745;0.0
C20.0;10;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 15));Erreur extraction;0.8441;0.0744;0.0
C20.0;11;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 21));Erreur extraction;0.9179;0.062;0.0
C20.0;12;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 2, 31));Erreur extraction;0.8417;0.0745;0.0
C20.0;13;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 15));Erreur extraction;0.8437;0.0744;0.0
C20.0;14;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 21));Erreur extraction;0.8622;0.0698;0.0
C20.0;15;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 25));Erreur extraction;0.8459;0.0743;0.0
C20.0;16;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(0, 3, 31));Erreur extraction;0.8818;0.0686;0.0
C20.0;17;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 5));Erreur extraction;0.9794;0.0431;0.0
C20.0;18;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 9));Erreur extraction;0.9817;0.041;0.0
C20.0;19;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 11));Erreur extraction;0.9522;0.0526;0.0
C20.0;20;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 15));Erreur extraction;0.941;0.0585;0.0
C20.0;21;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 21));Erreur extraction;0.9072;0.0659;0.0
C20.0;22;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 25));Erreur extraction;0.9364;0.0583;0.0
C20.0;23;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 31));Erreur extraction;0.9736;0.0435;0.0
C20.0;24;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 2, 35));Erreur extraction;0.914;0.061;0.0
C20.0;25;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 5));Erreur extraction;0.938;0.0618;0.0
C20.0;26;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 9));Erreur extraction;0.9821;0.0399;0.0
C20.0;27;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 11));Erreur extraction;0.9464;0.0547;0.0
C20.0;28;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 15));Erreur extraction;0.9466;0.0576;0.0
C20.0;29;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 21));Erreur extraction;0.9745;0.0461;0.0
C20.0;30;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(1, 3, 25));Erreur extraction;0.9728;0.0442;0.0
