Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''),list('red',c(40,1300,1)),list('snv',''),list('sder',c(2,3,15));-0.0365;34.7882;0.999;23.9348
2;list('adj',''),list('red',c(40,1300,1)),list('snv',''),list('sder',c(2,3,15));-0.0788;26.3958;0.9793;27.5803
3;list('adj',''), list('red',c(1,1300,1)), list('snv',''), list('sder',c(2, 2, 21));0.3893;29.9328;1.3015;24.8121
4;list('adj',''),list('red',c(40,1300,1)),list('snv',''),list('sder',c(2,3,15));0.7142;15.7842;1.9027;28.9297
5;list('adj',''), list('red',c(1,1300,1)), list('sder',c(2,3,15)), list('snv','');0.11;34.5512;1.0781;23.9151
