Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;log2;
2;200;2;2;0.3;10.0
3;100;5;1;log2;10.0
4;300;5;2;0.3;10.0
5;500;2;1;sqrt;10.0
6;500;10;1;sqrt;10.0
7;100;5;1;0.3;
8;100;10;2;0.3;10.0
9;100;2;1;0.3;20.0
10;500;5;4;0.3;
11;200;10;2;0.3;
12;300;5;1;0.3;10.0
13;300;10;1;sqrt;10.0
14;200;10;2;0.3;20.0
15;200;5;1;log2;10.0
16;300;10;4;sqrt;
17;500;2;4;0.3;
18;200;2;1;0.3;20.0
19;300;5;1;0.3;
20;500;5;2;sqrt;20.0
21;300;10;2;0.3;10.0
22;300;10;2;sqrt;20.0
23;200;10;1;sqrt;
24;200;2;2;log2;10.0
25;300;10;2;sqrt;
26;200;5;4;sqrt;
27;500;5;4;0.3;10.0
28;500;2;4;0.3;20.0
29;200;2;4;sqrt;20.0
30;300;2;2;sqrt;
