Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;1;sqrt;10.0
2;100;2;2;0.3;
3;300;10;4;sqrt;
4;200;10;1;sqrt;
5;100;5;4;log2;20.0
6;100;5;2;sqrt;20.0
7;500;10;1;log2;10.0
8;200;5;4;0.3;10.0
9;100;2;1;log2;
10;300;2;2;sqrt;10.0
11;100;2;4;sqrt;10.0
12;100;10;4;sqrt;
13;500;10;4;log2;10.0
14;500;2;2;sqrt;20.0
15;300;10;2;log2;10.0
16;500;5;2;0.3;10.0
17;500;2;4;log2;10.0
18;200;10;2;log2;20.0
19;300;5;4;0.3;20.0
20;100;5;2;log2;
21;500;10;2;log2;
22;500;5;4;log2;20.0
23;500;5;4;0.3;
24;100;10;2;log2;20.0
25;100;5;4;sqrt;10.0
26;100;5;4;sqrt;
27;100;10;1;log2;20.0
28;300;10;4;sqrt;20.0
29;300;5;4;log2;20.0
30;100;10;2;log2;10.0
