Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;10.0
2;300;10;2;log2;20.0
3;200;2;1;log2;
4;100;5;4;sqrt;20.0
5;500;5;2;0.3;10.0
6;300;10;1;0.3;
7;100;2;1;sqrt;20.0
8;300;10;2;sqrt;20.0
9;500;5;1;sqrt;20.0
10;200;10;4;sqrt;20.0
11;100;10;4;0.3;
12;300;2;4;0.3;20.0
13;300;5;2;0.3;10.0
14;300;2;2;log2;10.0
15;500;5;4;0.3;10.0
16;300;5;1;0.3;20.0
17;500;10;4;0.3;20.0
18;200;5;1;log2;
19;100;5;4;log2;10.0
20;200;5;1;0.3;10.0
21;300;10;1;log2;
22;200;5;2;log2;20.0
23;100;10;2;0.3;
24;100;10;2;log2;10.0
25;200;5;2;sqrt;10.0
26;500;10;4;log2;20.0
27;100;2;4;0.3;20.0
28;500;2;4;log2;20.0
29;300;5;2;0.3;20.0
30;500;10;2;log2;
