Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;sqrt;
2;200;5;4;log2;
3;100;2;2;0.3;20.0
4;300;2;1;log2;20.0
5;500;10;2;log2;
6;500;2;1;log2;10.0
7;300;5;4;sqrt;10.0
8;300;2;2;0.3;
9;300;10;2;log2;10.0
10;200;2;4;0.3;10.0
11;500;5;1;log2;
12;300;10;4;0.3;20.0
13;500;5;4;sqrt;20.0
14;300;2;2;sqrt;20.0
15;200;5;4;sqrt;20.0
16;500;2;4;log2;10.0
17;200;10;4;0.3;
18;500;5;4;sqrt;
19;100;10;1;log2;20.0
20;300;10;2;0.3;20.0
21;100;2;4;sqrt;10.0
22;200;2;1;sqrt;10.0
23;300;10;1;sqrt;10.0
24;500;5;2;0.3;20.0
25;300;5;1;log2;10.0
26;100;10;1;sqrt;
27;100;5;4;sqrt;10.0
28;500;2;1;0.3;20.0
29;100;5;2;0.3;20.0
30;300;2;2;log2;20.0
