Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;2;log2;20.0
2;200;10;1;0.3;20.0
3;200;5;1;0.3;10.0
4;500;10;4;log2;10.0
5;300;5;4;0.3;20.0
6;200;2;2;log2;20.0
7;100;5;4;0.3;20.0
8;100;2;1;log2;10.0
9;300;2;4;sqrt;20.0
10;300;5;2;sqrt;10.0
11;500;5;1;log2;
12;100;5;1;0.3;10.0
13;300;5;1;log2;20.0
14;300;2;4;0.3;10.0
15;200;5;1;0.3;
16;300;2;4;log2;
17;200;10;1;0.3;
18;200;5;1;log2;20.0
19;300;10;2;sqrt;
20;200;5;1;0.3;20.0
21;300;5;2;log2;20.0
22;300;10;1;0.3;10.0
23;500;10;2;0.3;10.0
24;100;10;2;log2;10.0
25;100;10;2;sqrt;
26;100;5;4;sqrt;10.0
27;500;2;2;0.3;20.0
28;200;2;4;0.3;20.0
29;300;10;4;log2;
30;500;10;4;sqrt;
