Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;sqrt;10.0
2;300;2;1;log2;
3;100;5;2;0.3;20.0
4;200;10;4;0.3;
5;200;2;1;log2;
6;100;2;1;sqrt;10.0
7;100;5;2;log2;
8;100;10;2;log2;20.0
9;500;2;1;0.3;
10;500;2;2;log2;10.0
11;200;2;2;log2;20.0
12;100;10;4;log2;
13;500;2;2;sqrt;
14;100;10;1;log2;10.0
15;500;10;4;0.3;
16;100;10;2;log2;
17;500;2;4;log2;10.0
18;500;2;2;sqrt;10.0
19;100;2;1;0.3;
20;200;10;4;sqrt;20.0
21;200;5;4;0.3;
22;500;2;4;0.3;
23;100;10;2;log2;10.0
24;500;5;4;0.3;10.0
25;300;2;1;0.3;
26;200;10;1;log2;
27;100;5;4;0.3;20.0
28;500;5;2;0.3;20.0
29;100;5;1;log2;20.0
30;100;5;2;0.3;10.0
