Iteration;Pretraitement_Gagnant;R2p_Externe;RMSEP_Externe;RPD_Externe;RMSECV
1;list('adj',''), list('red',c(800,1100,1)), list('snv',''), list('sder',c(2,3,15));0.1768;0.0377;1.121;0.0371
2;list('adj',''), list('red',c(1,1300,1)), list('msc',''), list('detr','3'), list('sder',c(2,4,31));0.2012;0.0343;1.138;0.0367
3;list('adj',''), list('red',c(1100,600,1)), list('snv',''), list('sder',c(2,3,15));0.1338;0.0461;1.0928;0.0345
4;list('adj',''), list('red',c(1000,700,1)), list('snv',''), list('sder',c(2,3,15));0.0452;0.0424;1.0409;0.0339
5;list('adj',''), list('red',c(800,750,1)), list('snv',''), list('sder',c(2,3,15));0.0131;0.0541;1.0238;0.0347
