Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;log2;
2;200;5;4;log2;
3;300;10;1;sqrt;10.0
4;300;2;2;sqrt;
5;500;2;1;0.3;10.0
6;200;5;1;0.3;
7;200;10;1;0.3;10.0
8;500;5;2;log2;20.0
9;500;10;2;log2;10.0
10;500;5;4;0.3;20.0
11;100;5;4;0.3;20.0
12;500;10;4;0.3;
13;100;10;4;log2;10.0
14;300;5;4;log2;20.0
15;100;10;1;log2;20.0
16;500;2;2;sqrt;20.0
17;500;10;1;sqrt;20.0
18;300;2;1;0.3;20.0
19;100;5;4;sqrt;10.0
20;500;5;2;log2;10.0
21;100;10;2;log2;20.0
22;500;2;4;log2;10.0
23;300;10;4;sqrt;20.0
24;500;10;4;log2;20.0
25;100;10;4;sqrt;
26;200;5;4;log2;10.0
27;300;10;1;sqrt;20.0
28;300;10;2;log2;
29;100;2;1;log2;10.0
30;100;2;4;sqrt;20.0
