Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;0.3;
2;500;5;1;log2;20.0
3;500;10;4;sqrt;
4;100;2;2;0.3;10.0
5;200;10;4;0.3;
6;500;2;2;0.3;
7;300;10;4;sqrt;
8;200;10;4;sqrt;10.0
9;100;2;4;sqrt;20.0
10;100;10;1;sqrt;
11;300;5;1;0.3;20.0
12;200;2;1;0.3;
13;300;2;2;0.3;20.0
14;500;5;4;sqrt;10.0
15;100;5;4;log2;10.0
16;500;10;2;sqrt;20.0
17;500;10;2;log2;
18;300;2;1;sqrt;20.0
19;500;5;4;log2;10.0
20;300;2;1;log2;
21;300;2;4;log2;
22;100;2;4;log2;20.0
23;500;2;2;sqrt;20.0
24;300;5;2;sqrt;
25;200;10;2;log2;
26;100;10;2;sqrt;
27;300;2;2;0.3;10.0
28;500;10;2;0.3;
29;300;2;4;log2;10.0
30;500;10;4;0.3;
