Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;log2;
2;500;5;4;sqrt;10.0
3;500;5;1;0.3;10.0
4;300;5;4;sqrt;
5;500;10;2;0.3;20.0
6;200;10;4;log2;20.0
7;200;2;1;log2;20.0
8;300;5;2;sqrt;10.0
9;200;5;2;sqrt;10.0
10;200;5;4;0.3;10.0
11;300;5;2;sqrt;
12;200;2;2;0.3;10.0
13;300;2;1;log2;10.0
14;300;2;4;sqrt;20.0
15;200;5;2;log2;
16;100;5;1;log2;20.0
17;100;10;4;sqrt;
18;100;5;4;log2;20.0
19;200;2;2;sqrt;20.0
20;500;10;4;sqrt;10.0
21;200;10;2;sqrt;20.0
22;500;2;4;log2;10.0
23;100;5;4;sqrt;10.0
24;100;10;4;sqrt;10.0
25;300;5;1;log2;10.0
26;300;2;1;log2;
27;300;2;4;0.3;20.0
28;300;5;1;0.3;
29;300;10;2;log2;10.0
30;500;10;1;sqrt;10.0
