Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;1;0.3;20.0
2;200;5;2;sqrt;20.0
3;100;10;1;log2;
4;500;5;1;0.3;10.0
5;100;2;2;log2;10.0
6;100;2;1;sqrt;
7;200;2;1;log2;
8;100;5;1;0.3;
9;200;5;2;sqrt;
10;500;5;4;log2;
11;300;10;4;sqrt;
12;100;2;4;0.3;10.0
13;500;5;1;sqrt;
14;500;2;4;0.3;20.0
15;500;2;1;sqrt;10.0
16;500;10;4;log2;20.0
17;300;5;2;sqrt;20.0
18;300;10;2;0.3;20.0
19;200;2;4;log2;10.0
20;200;2;2;0.3;10.0
21;300;5;1;log2;20.0
22;200;5;2;log2;
23;300;2;2;0.3;20.0
24;500;10;4;0.3;20.0
25;200;5;1;sqrt;10.0
26;100;5;1;log2;20.0
27;500;10;2;log2;20.0
28;100;5;1;sqrt;10.0
29;500;10;2;0.3;20.0
30;200;2;1;log2;20.0
