Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;log2;10.0
2;200;5;2;log2;
3;300;5;2;sqrt;
4;200;2;2;0.3;
5;100;2;4;sqrt;10.0
6;500;10;1;sqrt;
7;200;10;1;log2;10.0
8;300;5;4;0.3;
9;200;2;4;0.3;
10;500;10;4;0.3;10.0
11;300;10;2;log2;20.0
12;100;10;4;sqrt;
13;100;10;4;sqrt;20.0
14;100;5;1;sqrt;10.0
15;200;10;2;0.3;10.0
16;300;10;1;sqrt;
17;500;2;4;sqrt;
18;100;10;2;log2;20.0
19;200;10;1;log2;
20;500;5;1;0.3;
21;200;5;1;sqrt;
22;200;2;1;sqrt;20.0
23;500;5;2;0.3;20.0
24;200;5;2;log2;10.0
25;200;5;2;log2;20.0
26;200;2;1;log2;
27;200;2;1;0.3;20.0
28;100;5;2;0.3;20.0
29;300;5;1;sqrt;20.0
30;100;2;4;0.3;
