Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;20.0
2;200;2;4;log2;20.0
3;100;5;2;sqrt;10.0
4;100;10;1;sqrt;20.0
5;300;2;2;0.3;20.0
6;500;10;4;log2;20.0
7;300;5;2;log2;10.0
8;200;5;2;0.3;10.0
9;300;2;1;0.3;20.0
10;100;5;1;log2;10.0
11;100;2;2;log2;
12;500;10;2;sqrt;
13;100;2;1;sqrt;20.0
14;300;10;2;sqrt;20.0
15;300;10;2;0.3;10.0
16;500;5;2;log2;
17;300;2;2;sqrt;20.0
18;200;2;1;0.3;20.0
19;300;2;2;sqrt;10.0
20;500;2;4;log2;20.0
21;200;5;4;sqrt;
22;500;2;4;log2;10.0
23;200;10;2;0.3;20.0
24;100;2;2;sqrt;
25;100;2;1;0.3;20.0
26;100;10;4;0.3;
27;500;2;1;0.3;10.0
28;200;2;2;0.3;20.0
29;200;5;1;sqrt;
30;300;10;2;log2;
