Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;0.3;20.0
2;300;5;1;0.3;
3;200;10;1;log2;10.0
4;300;10;1;log2;20.0
5;100;5;4;0.3;10.0
6;300;10;2;0.3;20.0
7;300;10;4;sqrt;20.0
8;500;10;2;0.3;20.0
9;100;5;4;log2;20.0
10;100;5;2;log2;20.0
11;100;10;1;log2;20.0
12;200;2;2;0.3;
13;200;5;1;sqrt;10.0
14;100;2;1;sqrt;20.0
15;500;5;1;0.3;20.0
16;100;2;4;0.3;20.0
17;300;2;1;sqrt;
18;100;2;4;0.3;10.0
19;200;10;4;log2;
20;500;5;4;log2;20.0
21;500;5;4;log2;10.0
22;500;10;4;log2;
23;500;2;1;sqrt;20.0
24;500;10;1;sqrt;10.0
25;200;10;1;log2;20.0
26;500;10;1;0.3;10.0
27;500;2;2;0.3;
28;500;2;2;log2;10.0
29;500;5;4;sqrt;
30;100;5;2;log2;
