Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
7;M178;0.700015792128155;0.9686553979813346;-0.2686396058531796
33;M161;0.5999998650277526;0.8179761133638427;-0.21797624833609008
42;M278;0.20000171368281192;0.4711704609887518;-0.2711687473059399
47;M172;0.9999953936122904;0.7177884518940706;0.2822069417182198
49;M152;0.7135786361828956;0.738576942313454;-0.024998306130558423
51;M286;0.741248940839694;0.7033769600020284;0.03787198083766552
55;M91;0.700010309995225;0.9910550464634756;-0.2910447364682507
58;M180;0.6972738078762415;0.5908149007510065;0.10645890712523498
59;M81;1.200003312634314;0.5903795755941597;0.6096237370401543
60;M200;0.9000097554512713;0.7732226016311442;0.12678715382012706
62;M162;0.5233870434102335;0.6691603306807636;-0.14577328727053018
64;M287;1.465449137933759;1.1978300690939256;0.26761906883983344
76;M235;0.24924331902504374;0.4109760594273062;-0.16173274040226246
80;M117;0.199980124310854;0.4260388085000372;-0.22605868418918323
84;M276;0.29999481729781724;0.31740374748186695;-0.01740893018404971
89;M248;0.29999470239796233;0.46742157080383273;-0.1674268684058704
91;M282;0.9000009707754935;1.0905049233895088;-0.19050395261401531
92;M14;0.40000968644990537;0.6733920020916574;-0.273382315641752
109;M149;0.8000025755039073;0.8437525314207616;-0.043749955916854266
112;M303;1.0904148348612455;0.8586626699149628;0.2317521649462827
113;M167;0.8163603023020994;0.5907340501855508;0.22562625211654863
115;M100;0.8999980763903522;0.8608354007753812;0.039162675614971
120;M285;0.5000075193303268;0.6778750430720698;-0.17786752374174297
123;M29;0.5000140279431093;0.8669191466035386;-0.3669051186604293
124;M99;1.2999859814893722;1.2061402272721728;0.09384575421719932
128;M141;0.399994337022704;0.7811343704621649;-0.38114003343946096
