Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;log2;20.0
2;100;5;4;sqrt;
3;300;10;2;log2;
4;200;2;2;log2;
5;200;2;2;0.3;
6;200;2;1;log2;20.0
7;200;5;2;log2;10.0
8;200;10;4;0.3;20.0
9;300;10;4;0.3;10.0
10;100;10;2;sqrt;20.0
11;500;5;2;sqrt;20.0
12;100;2;2;0.3;10.0
13;500;2;1;log2;20.0
14;200;10;1;log2;
15;100;10;2;0.3;20.0
16;300;2;1;log2;
17;300;2;2;0.3;10.0
18;300;10;1;sqrt;10.0
19;200;10;1;log2;10.0
20;300;10;2;sqrt;10.0
21;100;5;1;0.3;20.0
22;100;2;1;sqrt;20.0
23;300;5;1;log2;10.0
24;200;2;4;sqrt;20.0
25;500;5;4;0.3;20.0
26;300;10;2;0.3;20.0
27;100;5;2;sqrt;20.0
28;100;5;2;log2;20.0
29;200;5;4;0.3;20.0
30;200;5;2;sqrt;
