Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;0.3;20.0
2;300;5;1;log2;10.0
3;300;5;4;0.3;20.0
4;500;10;1;sqrt;10.0
5;100;5;4;log2;
6;500;2;2;0.3;10.0
7;500;10;4;0.3;20.0
8;300;2;4;0.3;
9;500;2;4;log2;
10;300;2;4;0.3;10.0
11;100;5;4;sqrt;20.0
12;500;5;2;sqrt;20.0
13;500;5;4;log2;20.0
14;500;10;1;sqrt;20.0
15;200;5;4;log2;10.0
16;200;5;2;log2;20.0
17;300;5;4;0.3;10.0
18;300;10;4;0.3;10.0
19;500;10;1;0.3;20.0
20;500;10;2;0.3;20.0
21;500;10;4;log2;10.0
22;100;5;2;log2;20.0
23;100;5;4;0.3;20.0
24;200;5;1;log2;20.0
25;200;5;4;sqrt;10.0
26;100;10;2;log2;10.0
27;500;5;1;0.3;10.0
28;300;2;2;log2;20.0
29;300;2;2;sqrt;10.0
30;500;2;4;log2;20.0
